TALX,TALY,TALZ,BA,MNIX,MNIY,MNIZ
-42,-10,-10,Outside defined BAs,-44,-8,-16
-40,-10,-10,Outside defined BAs,-42,-8,-16
-38,-10,-10,Outside defined BAs,-40,-8,-16
-66,-8,-10,Outside defined BAs,-69,-5,-16
-64,-8,-10,Outside defined BAs,-67,-5,-16
-62,-8,-10,Outside defined BAs,-65,-5,-16
-60,-8,-10,Left-MedTempGyrus (21),-63,-5,-16
-58,-8,-10,Left-MedTempGyrus (21),-61,-5,-16
-56,-8,-10,Left-MedTempGyrus (21),-59,-5,-16
-54,-8,-10,Left-MedTempGyrus (21),-57,-5,-16
-52,-8,-10,Left-SupTempGyrus (22),-55,-5,-16
-50,-8,-10,Left-SupTempGyrus (22),-53,-5,-16
-48,-8,-10,Left-SupTempGyrus (22),-52,-5,-16
-46,-8,-10,Left-SupTempGyrus (22),-49,-5,-16
-44,-8,-10,Left-SupTempGyrus (22),-46,-6,-16
-42,-8,-10,Left-SupTempGyrus (22),-44,-6,-16
-40,-8,-10,Left-SupTempGyrus (22),-42,-6,-16
-38,-8,-10,Left-SupTempGyrus (22),-40,-6,-16
-64,-6,-10,Outside defined BAs,-67,-3,-16
-62,-6,-10,Outside defined BAs,-65,-3,-16
-60,-6,-10,Outside defined BAs,-63,-3,-16
-58,-6,-10,Left-MedTempGyrus (21),-61,-3,-16
-56,-6,-10,Left-MedTempGyrus (21),-59,-3,-16
-54,-6,-10,Left-MedTempGyrus (21),-57,-3,-16
-52,-6,-10,Left-MedTempGyrus (21),-55,-3,-16
-50,-6,-10,Left-MedTempGyrus (21),-53,-3,-16
-48,-6,-10,Left-SupTempGyrus (22),-51,-3,-16
-46,-6,-10,Left-SupTempGyrus (22),-48,-3,-16
-44,-6,-10,Left-SupTempGyrus (22),-46,-3,-16
-42,-6,-10,Left-SupTempGyrus (22),-44,-3,-16
-40,-6,-10,Left-SupTempGyrus (22),-42,-3,-16
-38,-6,-10,Left-SupTempGyrus (22),-40,-3,-16
-64,-4,-10,Outside defined BAs,-67,-1,-16
-62,-4,-10,Outside defined BAs,-65,-1,-16
-60,-4,-10,Outside defined BAs,-63,-1,-16
-58,-4,-10,Left-MedTempGyrus (21),-61,-1,-16
-56,-4,-10,Left-MedTempGyrus (21),-59,-1,-16
-54,-4,-10,Left-MedTempGyrus (21),-57,-1,-16
-52,-4,-10,Left-MedTempGyrus (21),-55,-1,-16
-50,-4,-10,Left-MedTempGyrus (21),-53,-1,-16
-48,-4,-10,Left-Temporalpole (38),-51,-1,-16
-46,-4,-10,Left-SupTempGyrus (22),-48,-1,-16
-44,-4,-10,Left-SupTempGyrus (22),-46,-1,-16
-42,-4,-10,Left-SupTempGyrus (22),-44,-1,-16
-40,-4,-10,Left-SupTempGyrus (22),-42,-1,-17
-62,-2,-10,Outside defined BAs,-65,1,-16
-60,-2,-10,Outside defined BAs,-63,1,-16
-58,-2,-10,Outside defined BAs,-61,1,-16
-56,-2,-10,Left-MedTempGyrus (21),-59,1,-16
-54,-2,-10,Left-MedTempGyrus (21),-57,1,-16
-52,-2,-10,Left-MedTempGyrus (21),-55,1,-16
-50,-2,-10,Left-Temporalpole (38),-53,1,-16
-48,-2,-10,Left-Temporalpole (38),-50,1,-16
-46,-2,-10,Left-Temporalpole (38),-48,1,-16
-44,-2,-10,Left-SupTempGyrus (22),-46,1,-16
-42,-2,-10,Left-SupTempGyrus (22),-44,1,-16
-40,-2,-10,Left-SupTempGyrus (22),-42,1,-16
-60,0,-10,Outside defined BAs,-63,4,-16
-58,0,-10,Outside defined BAs,-61,4,-16
-56,0,-10,Outside defined BAs,-59,4,-16
-54,0,-10,Left-Temporalpole (38),-57,4,-16
-52,0,-10,Left-Temporalpole (38),-55,3,-16
-50,0,-10,Left-Temporalpole (38),-52,3,-16
-48,0,-10,Left-Temporalpole (38),-50,3,-16
-46,0,-10,Left-Temporalpole (38),-48,3,-16
-44,0,-10,Left-SupTempGyrus (22),-46,3,-16
-42,0,-10,Left-Temporalpole (38),-44,3,-16
-60,2,-10,Outside defined BAs,-63,6,-16
-58,2,-10,Outside defined BAs,-61,6,-16
-56,2,-10,Outside defined BAs,-59,6,-16
-54,2,-10,Left-Temporalpole (38),-56,6,-16
-52,2,-10,Left-Temporalpole (38),-54,6,-16
-50,2,-10,Left-Temporalpole (38),-52,6,-16
-48,2,-10,Left-Temporalpole (38),-50,6,-16
-46,2,-10,Left-Temporalpole (38),-48,6,-16
-44,2,-10,Left-Temporalpole (38),-46,6,-16
-42,2,-10,Left-Temporalpole (38),-44,6,-16
-60,4,-10,Outside defined BAs,-62,8,-16
-58,4,-10,Outside defined BAs,-60,8,-16
-56,4,-10,Outside defined BAs,-58,8,-16
-54,4,-10,Left-Temporalpole (38),-56,8,-16
-52,4,-10,Left-Temporalpole (38),-54,8,-16
-50,4,-10,Left-Temporalpole (38),-52,9,-16
-48,4,-10,Left-Temporalpole (38),-50,9,-16
-46,4,-10,Left-Temporalpole (38),-48,9,-16
-44,4,-10,Left-Temporalpole (38),-47,9,-16
-48,6,-10,Left-Temporalpole (38),-50,11,-16
-46,6,-10,Left-Temporalpole (38),-48,11,-16
-64,-56,-8,Outside defined BAs,-68,-55,-15
-66,-54,-8,Outside defined BAs,-70,-53,-15
-64,-54,-8,Outside defined BAs,-68,-53,-15
-62,-54,-8,Left-Fusiform (37),-66,-53,-15
-66,-52,-8,Outside defined BAs,-70,-51,-15
-64,-52,-8,Left-Fusiform (37),-68,-51,-15
-62,-52,-8,Left-Fusiform (37),-66,-51,-15
-60,-52,-8,Left-Fusiform (37),-64,-51,-15
-68,-50,-8,Outside defined BAs,-72,-49,-15
-66,-50,-8,Outside defined BAs,-70,-49,-15
-64,-50,-8,Left-Fusiform (37),-68,-49,-15
-62,-50,-8,Left-Fusiform (37),-66,-49,-15
-60,-50,-8,Left-Fusiform (37),-64,-49,-15
-58,-50,-8,Left-Fusiform (37),-62,-49,-15
-56,-50,-8,Left-Fusiform (37),-60,-49,-15
-68,-48,-8,Outside defined BAs,-73,-47,-15
-66,-48,-8,Left-Fusiform (37),-70,-47,-15
-64,-48,-8,Left-Fusiform (37),-68,-47,-15
-62,-48,-8,Left-Fusiform (37),-66,-47,-15
-60,-48,-8,Left-Fusiform (37),-64,-47,-15
-58,-48,-8,Left-Fusiform (37),-62,-47,-15
-56,-48,-8,Left-Fusiform (37),-60,-47,-15
-54,-48,-8,Left-Fusiform (37),-58,-47,-15
-70,-46,-8,Outside defined BAs,-75,-45,-15
-68,-46,-8,Outside defined BAs,-73,-45,-15
-66,-46,-8,Outside defined BAs,-71,-45,-15
-64,-46,-8,Left-Fusiform (37),-68,-45,-15
-62,-46,-8,Left-Fusiform (37),-66,-45,-15
-60,-46,-8,Left-Fusiform (37),-64,-45,-15
-58,-46,-8,Left-Fusiform (37),-62,-45,-15
-56,-46,-8,Left-Fusiform (37),-60,-45,-15
-54,-46,-8,Left-Fusiform (37),-58,-45,-15
-52,-46,-8,Left-Fusiform (37),-56,-45,-15
-70,-44,-8,Outside defined BAs,-75,-43,-15
-68,-44,-8,Outside defined BAs,-73,-43,-15
-66,-44,-8,Left-Fusiform (37),-71,-43,-15
-64,-44,-8,Left-Fusiform (37),-69,-43,-15
-62,-44,-8,Left-Fusiform (37),-66,-43,-15
-60,-44,-8,Left-Fusiform (37),-64,-43,-15
-58,-44,-8,Left-Fusiform (37),-62,-43,-15
-56,-44,-8,Left-Fusiform (37),-60,-43,-15
-54,-44,-8,Left-Fusiform (37),-58,-43,-15
-52,-44,-8,Left-Fusiform (37),-56,-43,-15
-70,-42,-8,Outside defined BAs,-75,-41,-15
-68,-42,-8,Outside defined BAs,-73,-41,-15
-66,-42,-8,Outside defined BAs,-71,-41,-15
-64,-42,-8,Left-Fusiform (37),-69,-41,-15
-62,-42,-8,Left-Fusiform (37),-66,-41,-15
-60,-42,-8,Left-Fusiform (37),-64,-41,-15
-58,-42,-8,Left-Fusiform (37),-62,-41,-15
-56,-42,-8,Left-Fusiform (37),-60,-41,-15
-54,-42,-8,Left-Fusiform (37),-58,-41,-15
-52,-42,-8,Left-Fusiform (37),-56,-41,-15
-70,-40,-8,Outside defined BAs,-75,-39,-15
-68,-40,-8,Outside defined BAs,-73,-39,-15
-66,-40,-8,Left-MedTempGyrus (21),-71,-39,-15
-64,-40,-8,Left-MedTempGyrus (21),-69,-39,-15
-62,-40,-8,Left-MedTempGyrus (21),-67,-39,-15
-60,-40,-8,Left-Fusiform (37),-64,-39,-15
-58,-40,-8,Left-Fusiform (37),-62,-39,-15
-56,-40,-8,Left-Fusiform (37),-60,-39,-15
-54,-40,-8,Left-Fusiform (37),-58,-39,-15
-52,-40,-8,Left-Fusiform (37),-56,-39,-15
-70,-38,-8,Outside defined BAs,-75,-37,-15
-68,-38,-8,Outside defined BAs,-73,-37,-15
-66,-38,-8,Left-MedTempGyrus (21),-71,-37,-15
-64,-38,-8,Left-MedTempGyrus (21),-69,-37,-15
-62,-38,-8,Left-MedTempGyrus (21),-67,-37,-15
-60,-38,-8,Left-MedTempGyrus (21),-65,-37,-15
-58,-38,-8,Left-MedTempGyrus (21),-62,-37,-15
-56,-38,-8,Left-MedTempGyrus (21),-60,-37,-15
-54,-38,-8,Left-MedTempGyrus (21),-58,-37,-15
-52,-38,-8,Left-MedTempGyrus (21),-56,-37,-15
-70,-36,-8,Outside defined BAs,-75,-35,-15
-68,-36,-8,Outside defined BAs,-73,-35,-15
-66,-36,-8,Left-MedTempGyrus (21),-71,-35,-15
-64,-36,-8,Left-MedTempGyrus (21),-69,-35,-15
-62,-36,-8,Left-MedTempGyrus (21),-67,-35,-15
-60,-36,-8,Left-MedTempGyrus (21),-65,-35,-15
-58,-36,-8,Left-MedTempGyrus (21),-62,-35,-15
-56,-36,-8,Left-MedTempGyrus (21),-60,-35,-15
-54,-36,-8,Left-MedTempGyrus (21),-58,-35,-15
-52,-36,-8,Left-MedTempGyrus (21),-56,-35,-15
-70,-34,-8,Outside defined BAs,-75,-33,-15
-68,-34,-8,Outside defined BAs,-73,-33,-15
-66,-34,-8,Left-MedTempGyrus (21),-71,-33,-15
-64,-34,-8,Left-MedTempGyrus (21),-69,-33,-15
-62,-34,-8,Left-MedTempGyrus (21),-67,-33,-15
-60,-34,-8,Left-MedTempGyrus (21),-65,-33,-14
-58,-34,-8,Left-MedTempGyrus (21),-62,-33,-14
-56,-34,-8,Left-MedTempGyrus (21),-60,-33,-14
-54,-34,-8,Left-MedTempGyrus (21),-58,-33,-14
-52,-34,-8,Left-MedTempGyrus (21),-56,-33,-14
-70,-32,-8,Outside defined BAs,-75,-31,-15
-68,-32,-8,Outside defined BAs,-73,-31,-14
-66,-32,-8,Left-MedTempGyrus (21),-71,-31,-14
-64,-32,-8,Left-MedTempGyrus (21),-69,-31,-14
-62,-32,-8,Left-MedTempGyrus (21),-67,-31,-14
-60,-32,-8,Left-MedTempGyrus (21),-65,-31,-14
-58,-32,-8,Left-MedTempGyrus (21),-62,-31,-14
-56,-32,-8,Left-MedTempGyrus (21),-60,-31,-14
-54,-32,-8,Left-MedTempGyrus (21),-58,-31,-14
-52,-32,-8,Left-MedTempGyrus (21),-56,-31,-14
-70,-30,-8,Outside defined BAs,-75,-29,-14
-68,-30,-8,Outside defined BAs,-73,-29,-14
-66,-30,-8,Outside defined BAs,-71,-29,-14
-64,-30,-8,Left-MedTempGyrus (21),-69,-29,-14
-62,-30,-8,Left-MedTempGyrus (21),-67,-29,-14
-60,-30,-8,Left-MedTempGyrus (21),-64,-29,-14
-58,-30,-8,Left-MedTempGyrus (21),-62,-29,-14
-56,-30,-8,Left-MedTempGyrus (21),-60,-29,-14
-54,-30,-8,Left-MedTempGyrus (21),-58,-29,-14
-52,-30,-8,Left-MedTempGyrus (21),-56,-29,-14
-70,-28,-8,Outside defined BAs,-75,-27,-14
-68,-28,-8,Outside defined BAs,-73,-27,-14
-66,-28,-8,Outside defined BAs,-71,-27,-14
-64,-28,-8,Left-MedTempGyrus (21),-69,-27,-14
-62,-28,-8,Left-MedTempGyrus (21),-67,-27,-14
-60,-28,-8,Left-MedTempGyrus (21),-64,-27,-14
-58,-28,-8,Left-MedTempGyrus (21),-62,-27,-14
-56,-28,-8,Left-MedTempGyrus (21),-60,-27,-14
-54,-28,-8,Left-MedTempGyrus (21),-58,-27,-14
-52,-28,-8,Left-MedTempGyrus (21),-56,-27,-14
-70,-26,-8,Outside defined BAs,-75,-25,-14
-68,-26,-8,Outside defined BAs,-73,-25,-14
-66,-26,-8,Outside defined BAs,-72,-25,-14
-64,-26,-8,Outside defined BAs,-69,-25,-14
-62,-26,-8,Left-MedTempGyrus (21),-66,-25,-14
-60,-26,-8,Left-MedTempGyrus (21),-64,-25,-14
-58,-26,-8,Left-MedTempGyrus (21),-62,-25,-14
-56,-26,-8,Left-MedTempGyrus (21),-60,-25,-14
-54,-26,-8,Left-MedTempGyrus (21),-58,-25,-14
-52,-26,-8,Left-MedTempGyrus (21),-56,-25,-14
-50,-26,-8,Left-MedTempGyrus (21),-54,-25,-14
-70,-24,-8,Outside defined BAs,-75,-22,-14
-68,-24,-8,Outside defined BAs,-73,-22,-14
-66,-24,-8,Outside defined BAs,-71,-22,-14
-64,-24,-8,Left-MedTempGyrus (21),-68,-22,-14
-62,-24,-8,Left-MedTempGyrus (21),-66,-22,-14
-60,-24,-8,Left-MedTempGyrus (21),-64,-22,-14
-58,-24,-8,Left-MedTempGyrus (21),-62,-22,-14
-56,-24,-8,Left-MedTempGyrus (21),-60,-22,-14
-54,-24,-8,Left-MedTempGyrus (21),-58,-23,-14
-52,-24,-8,Left-MedTempGyrus (21),-56,-23,-14
-50,-24,-8,Left-MedTempGyrus (21),-54,-23,-14
-70,-22,-8,Outside defined BAs,-75,-20,-14
-68,-22,-8,Outside defined BAs,-73,-20,-14
-66,-22,-8,Outside defined BAs,-71,-20,-14
-64,-22,-8,Left-MedTempGyrus (21),-68,-20,-14
-62,-22,-8,Left-MedTempGyrus (21),-66,-20,-14
-60,-22,-8,Left-MedTempGyrus (21),-64,-20,-14
-58,-22,-8,Left-MedTempGyrus (21),-62,-20,-14
-56,-22,-8,Left-MedTempGyrus (21),-60,-20,-14
-54,-22,-8,Left-MedTempGyrus (21),-58,-20,-14
-52,-22,-8,Left-MedTempGyrus (21),-56,-20,-14
-50,-22,-8,Left-MedTempGyrus (21),-54,-20,-14
-48,-22,-8,Left-MedTempGyrus (21),-52,-21,-14
-70,-20,-8,Outside defined BAs,-75,-18,-14
-68,-20,-8,Outside defined BAs,-73,-18,-14
-66,-20,-8,Left-MedTempGyrus (21),-70,-18,-14
-64,-20,-8,Left-MedTempGyrus (21),-68,-18,-14
-62,-20,-8,Left-MedTempGyrus (21),-66,-18,-14
-60,-20,-8,Left-MedTempGyrus (21),-64,-18,-14
-58,-20,-8,Left-MedTempGyrus (21),-62,-18,-14
-56,-20,-8,Left-MedTempGyrus (21),-60,-18,-14
-54,-20,-8,Left-MedTempGyrus (21),-58,-18,-14
-52,-20,-8,Left-MedTempGyrus (21),-56,-18,-14
-50,-20,-8,Left-MedTempGyrus (21),-54,-18,-14
-48,-20,-8,Left-MedTempGyrus (21),-52,-18,-14
-46,-20,-8,Left-MedTempGyrus (21),-49,-18,-14
-70,-18,-8,Outside defined BAs,-75,-16,-14
-68,-18,-8,Outside defined BAs,-72,-16,-14
-66,-18,-8,Left-MedTempGyrus (21),-70,-16,-14
-64,-18,-8,Left-MedTempGyrus (21),-68,-16,-14
-62,-18,-8,Left-MedTempGyrus (21),-66,-16,-14
-60,-18,-8,Left-MedTempGyrus (21),-64,-16,-14
-58,-18,-8,Left-MedTempGyrus (21),-62,-16,-14
-56,-18,-8,Left-MedTempGyrus (21),-60,-16,-14
-54,-18,-8,Left-MedTempGyrus (21),-58,-16,-14
-52,-18,-8,Left-MedTempGyrus (21),-56,-16,-14
-50,-18,-8,Left-MedTempGyrus (21),-54,-16,-14
-48,-18,-8,Left-MedTempGyrus (21),-51,-16,-14
-46,-18,-8,Left-MedTempGyrus (21),-49,-16,-14
-68,-16,-8,Outside defined BAs,-72,-14,-14
-66,-16,-8,Outside defined BAs,-70,-14,-14
-64,-16,-8,Left-MedTempGyrus (21),-68,-14,-14
-62,-16,-8,Left-MedTempGyrus (21),-66,-14,-14
-60,-16,-8,Left-MedTempGyrus (21),-64,-14,-14
-58,-16,-8,Left-MedTempGyrus (21),-62,-14,-14
-56,-16,-8,Left-MedTempGyrus (21),-60,-14,-14
-54,-16,-8,Left-MedTempGyrus (21),-58,-14,-14
-52,-16,-8,Left-MedTempGyrus (21),-56,-14,-14
-50,-16,-8,Left-MedTempGyrus (21),-53,-14,-14
-48,-16,-8,Left-MedTempGyrus (21),-51,-14,-14
-46,-16,-8,Left-MedTempGyrus (21),-49,-14,-14
-44,-16,-8,Left-SupTempGyrus (22),-47,-14,-14
-68,-14,-8,Outside defined BAs,-72,-12,-14
-66,-14,-8,Outside defined BAs,-70,-12,-14
-64,-14,-8,Left-MedTempGyrus (21),-68,-12,-14
-62,-14,-8,Left-MedTempGyrus (21),-66,-12,-14
-60,-14,-8,Left-MedTempGyrus (21),-64,-12,-14
-58,-14,-8,Left-MedTempGyrus (21),-62,-12,-14
-56,-14,-8,Left-MedTempGyrus (21),-60,-12,-14
-54,-14,-8,Left-MedTempGyrus (21),-58,-12,-14
-52,-14,-8,Left-MedTempGyrus (21),-55,-12,-14
-50,-14,-8,Left-MedTempGyrus (21),-53,-12,-14
-48,-14,-8,Left-MedTempGyrus (21),-51,-12,-14
-46,-14,-8,Left-SupTempGyrus (22),-49,-12,-14
-44,-14,-8,Left-SupTempGyrus (22),-47,-12,-14
-42,-14,-8,Outside defined BAs,-45,-12,-14
-40,-14,-8,Outside defined BAs,-42,-12,-14
-68,-12,-8,Outside defined BAs,-72,-10,-14
-66,-12,-8,Outside defined BAs,-70,-10,-14
-64,-12,-8,Outside defined BAs,-68,-10,-14
-62,-12,-8,Left-MedTempGyrus (21),-66,-10,-14
-60,-12,-8,Left-MedTempGyrus (21),-64,-10,-14
-58,-12,-8,Left-MedTempGyrus (21),-62,-10,-14
-56,-12,-8,Left-MedTempGyrus (21),-59,-10,-14
-54,-12,-8,Left-MedTempGyrus (21),-57,-10,-14
-52,-12,-8,Left-MedTempGyrus (21),-55,-10,-14
-50,-12,-8,Left-SupTempGyrus (22),-53,-10,-14
-48,-12,-8,Left-SupTempGyrus (22),-51,-10,-14
-46,-12,-8,Left-SupTempGyrus (22),-49,-10,-14
-44,-12,-8,Left-SupTempGyrus (22),-47,-10,-14
-42,-12,-8,Outside defined BAs,-44,-10,-14
-40,-12,-8,Outside defined BAs,-42,-10,-14
-68,-10,-8,Outside defined BAs,-72,-8,-13
-66,-10,-8,Outside defined BAs,-70,-8,-14
-64,-10,-8,Outside defined BAs,-68,-8,-14
-62,-10,-8,Left-MedTempGyrus (21),-66,-8,-14
-60,-10,-8,Left-MedTempGyrus (21),-63,-8,-14
-58,-10,-8,Left-MedTempGyrus (21),-61,-8,-14
-56,-10,-8,Left-MedTempGyrus (21),-59,-8,-14
-54,-10,-8,Left-MedTempGyrus (21),-57,-8,-14
-52,-10,-8,Left-MedTempGyrus (21),-55,-8,-14
-50,-10,-8,Left-SupTempGyrus (22),-53,-8,-14
-48,-10,-8,Left-SupTempGyrus (22),-51,-8,-14
-46,-10,-8,Left-SupTempGyrus (22),-49,-8,-14
-44,-10,-8,Left-SupTempGyrus (22),-47,-8,-14
-42,-10,-8,Left-SupTempGyrus (22),-44,-8,-14
-40,-10,-8,Left-SupTempGyrus (22),-42,-8,-14
-38,-10,-8,Outside defined BAs,-40,-8,-14
-66,-8,-8,Outside defined BAs,-69,-5,-13
-64,-8,-8,Outside defined BAs,-67,-5,-13
-62,-8,-8,Outside defined BAs,-65,-5,-13
-60,-8,-8,Left-MedTempGyrus (21),-63,-5,-14
-58,-8,-8,Left-MedTempGyrus (21),-61,-5,-14
-56,-8,-8,Left-SupTempGyrus (22),-59,-5,-14
-54,-8,-8,Left-SupTempGyrus (22),-57,-6,-14
-52,-8,-8,Left-SupTempGyrus (22),-55,-6,-14
-50,-8,-8,Left-SupTempGyrus (22),-53,-6,-14
-48,-8,-8,Left-SupTempGyrus (22),-51,-6,-14
-46,-8,-8,Left-SupTempGyrus (22),-49,-6,-14
-44,-8,-8,Left-SupTempGyrus (22),-46,-6,-14
-42,-8,-8,Left-SupTempGyrus (22),-44,-6,-14
-40,-8,-8,Left-SupTempGyrus (22),-42,-6,-14
-38,-8,-8,Left-SupTempGyrus (22),-40,-6,-14
-64,-6,-8,Outside defined BAs,-67,-3,-13
-62,-6,-8,Outside defined BAs,-65,-3,-13
-60,-6,-8,Outside defined BAs,-63,-3,-13
-58,-6,-8,Outside defined BAs,-61,-3,-14
-56,-6,-8,Outside defined BAs,-59,-3,-14
-54,-6,-8,Left-SupTempGyrus (22),-57,-3,-14
-52,-6,-8,Left-SupTempGyrus (22),-55,-3,-14
-50,-6,-8,Left-SupTempGyrus (22),-53,-3,-14
-48,-6,-8,Left-SupTempGyrus (22),-51,-3,-14
-46,-6,-8,Left-SupTempGyrus (22),-49,-3,-14
-44,-6,-8,Left-SupTempGyrus (22),-46,-3,-14
-42,-6,-8,Left-SupTempGyrus (22),-44,-3,-14
-40,-6,-8,Left-SupTempGyrus (22),-42,-3,-14
-64,-4,-8,Outside defined BAs,-67,-1,-13
-62,-4,-8,Outside defined BAs,-65,-1,-13
-60,-4,-8,Outside defined BAs,-63,-1,-13
-58,-4,-8,Outside defined BAs,-61,-1,-13
-56,-4,-8,Outside defined BAs,-59,-1,-14
-54,-4,-8,Left-SupTempGyrus (22),-57,-1,-14
-52,-4,-8,Left-SupTempGyrus (22),-55,-1,-14
-50,-4,-8,Left-SupTempGyrus (22),-53,-1,-14
-48,-4,-8,Left-SupTempGyrus (22),-51,-1,-14
-46,-4,-8,Left-SupTempGyrus (22),-48,-1,-14
-44,-4,-8,Left-SupTempGyrus (22),-46,-1,-14
-42,-4,-8,Left-SupTempGyrus (22),-44,-1,-14
-62,-2,-8,Outside defined BAs,-65,1,-13
-60,-2,-8,Outside defined BAs,-63,1,-13
-58,-2,-8,Outside defined BAs,-61,1,-13
-56,-2,-8,Outside defined BAs,-59,1,-13
-54,-2,-8,Left-Temporalpole (38),-57,1,-14
-52,-2,-8,Left-Temporalpole (38),-55,1,-14
-50,-2,-8,Left-Temporalpole (38),-53,1,-14
-48,-2,-8,Left-SupTempGyrus (22),-50,1,-14
-46,-2,-8,Left-SupTempGyrus (22),-48,1,-14
-44,-2,-8,Left-SupTempGyrus (22),-46,1,-14
-42,-2,-8,Left-SupTempGyrus (22),-44,1,-14
-62,0,-8,Outside defined BAs,-65,3,-13
-60,0,-8,Outside defined BAs,-63,3,-13
-58,0,-8,Outside defined BAs,-61,3,-13
-56,0,-8,Left-Temporalpole (38),-59,3,-13
-54,0,-8,Left-Temporalpole (38),-57,3,-14
-52,0,-8,Left-Temporalpole (38),-55,3,-14
-50,0,-8,Left-Temporalpole (38),-53,3,-14
-48,0,-8,Left-SupTempGyrus (22),-50,3,-14
-46,0,-8,Left-SupTempGyrus (22),-48,3,-14
-44,0,-8,Left-SupTempGyrus (22),-46,3,-14
-60,2,-8,Outside defined BAs,-63,6,-13
-58,2,-8,Outside defined BAs,-61,6,-13
-56,2,-8,Left-Temporalpole (38),-59,6,-13
-54,2,-8,Left-Temporalpole (38),-57,6,-13
-52,2,-8,Left-Temporalpole (38),-54,6,-14
-50,2,-8,Left-Temporalpole (38),-52,6,-14
-48,2,-8,Left-Temporalpole (38),-50,6,-14
-46,2,-8,Left-Temporalpole (38),-48,6,-14
-44,2,-8,Left-Temporalpole (38),-46,6,-14
-60,4,-8,Outside defined BAs,-63,8,-13
-58,4,-8,Outside defined BAs,-60,8,-13
-56,4,-8,Left-Temporalpole (38),-58,8,-13
-54,4,-8,Left-Temporalpole (38),-56,8,-13
-52,4,-8,Left-Temporalpole (38),-54,8,-13
-50,4,-8,Left-Temporalpole (38),-52,8,-14
-48,4,-8,Left-Temporalpole (38),-50,8,-14
-46,4,-8,Left-Temporalpole (38),-48,8,-14
-48,6,-8,Left-Temporalpole (38),-50,10,-13
-46,6,-8,Left-Temporalpole (38),-48,10,-13
-64,-56,-6,Outside defined BAs,-68,-56,-13
-66,-54,-6,Outside defined BAs,-70,-54,-13
-64,-54,-6,Left-Fusiform (37),-68,-53,-13
-62,-54,-6,Left-Fusiform (37),-66,-53,-13
-68,-52,-6,Outside defined BAs,-72,-51,-13
-66,-52,-6,Outside defined BAs,-70,-51,-13
-64,-52,-6,Left-Fusiform (37),-68,-51,-13
-62,-52,-6,Left-Fusiform (37),-66,-51,-13
-60,-52,-6,Left-Fusiform (37),-64,-51,-13
-68,-50,-6,Outside defined BAs,-72,-49,-13
-66,-50,-6,Left-Fusiform (37),-70,-49,-13
-64,-50,-6,Left-Fusiform (37),-68,-49,-13
-62,-50,-6,Left-Fusiform (37),-66,-49,-13
-60,-50,-6,Left-Fusiform (37),-64,-49,-13
-58,-50,-6,Left-Fusiform (37),-62,-49,-13
-56,-50,-6,Left-Fusiform (37),-60,-49,-13
-48,-50,-6,Left-Fusiform (37),-52,-49,-13
-70,-48,-6,Outside defined BAs,-75,-47,-13
-68,-48,-6,Outside defined BAs,-73,-47,-13
-66,-48,-6,Left-Fusiform (37),-70,-47,-13
-64,-48,-6,Left-Fusiform (37),-68,-47,-13
-62,-48,-6,Left-Fusiform (37),-66,-47,-13
-60,-48,-6,Left-Fusiform (37),-64,-47,-13
-58,-48,-6,Left-Fusiform (37),-62,-47,-13
-56,-48,-6,Left-Fusiform (37),-60,-47,-13
-54,-48,-6,Left-Fusiform (37),-58,-47,-13
-48,-48,-6,Left-Fusiform (37),-52,-47,-13
-70,-46,-6,Outside defined BAs,-75,-45,-13
-68,-46,-6,Outside defined BAs,-73,-45,-13
-66,-46,-6,Outside defined BAs,-71,-45,-13
-64,-46,-6,Left-Fusiform (37),-68,-45,-13
-62,-46,-6,Left-Fusiform (37),-66,-45,-13
-60,-46,-6,Left-Fusiform (37),-64,-45,-13
-58,-46,-6,Left-Fusiform (37),-62,-45,-13
-56,-46,-6,Left-Fusiform (37),-60,-45,-13
-54,-46,-6,Left-Fusiform (37),-58,-45,-13
-52,-46,-6,Left-Fusiform (37),-56,-45,-13
-70,-44,-6,Outside defined BAs,-75,-43,-13
-68,-44,-6,Outside defined BAs,-73,-43,-13
-66,-44,-6,Left-Fusiform (37),-71,-43,-13
-64,-44,-6,Left-Fusiform (37),-69,-43,-13
-62,-44,-6,Left-Fusiform (37),-66,-43,-13
-60,-44,-6,Left-Fusiform (37),-64,-43,-13
-58,-44,-6,Left-Fusiform (37),-62,-43,-13
-56,-44,-6,Left-Fusiform (37),-60,-43,-13
-54,-44,-6,Left-Fusiform (37),-58,-43,-13
-52,-44,-6,Left-Fusiform (37),-56,-43,-13
-50,-44,-6,Left-Fusiform (37),-54,-43,-13
-70,-42,-6,Outside defined BAs,-75,-41,-14
-68,-42,-6,Outside defined BAs,-73,-41,-13
-66,-42,-6,Left-Fusiform (37),-71,-41,-13
-64,-42,-6,Left-Fusiform (37),-69,-41,-13
-62,-42,-6,Left-Fusiform (37),-66,-41,-13
-60,-42,-6,Left-Fusiform (37),-64,-41,-13
-58,-42,-6,Left-Fusiform (37),-62,-41,-13
-56,-42,-6,Left-Fusiform (37),-60,-41,-13
-54,-42,-6,Left-Fusiform (37),-58,-41,-13
-52,-42,-6,Left-Fusiform (37),-56,-41,-13
-70,-40,-6,Outside defined BAs,-75,-39,-13
-68,-40,-6,Outside defined BAs,-73,-39,-13
-66,-40,-6,Left-MedTempGyrus (21),-71,-39,-13
