TALX,TALY,TALZ,BA,MNIX,MNIY,MNIZ
-50,-28,10,Left-PrimAuditory (41),-53,-28,7
-48,-28,10,Left-PrimAuditory (41),-51,-28,7
-46,-28,10,Left-PrimAuditory (41),-49,-28,7
-44,-28,10,Left-PrimAuditory (41),-47,-28,8
-42,-28,10,Left-PrimAuditory (41),-44,-28,8
-68,-26,10,Outside defined BAs,-72,-26,7
-66,-26,10,Outside defined BAs,-70,-26,7
-64,-26,10,Left-SupTempGyrus (22),-68,-26,7
-62,-26,10,Left-SupTempGyrus (22),-66,-26,7
-60,-26,10,Left-SupTempGyrus (22),-64,-26,7
-58,-26,10,Left-PrimAuditory (41),-61,-26,7
-56,-26,10,Left-PrimAuditory (41),-59,-26,7
-54,-26,10,Left-PrimAuditory (41),-57,-26,7
-52,-26,10,Left-PrimAuditory (41),-55,-26,7
-50,-26,10,Left-PrimAuditory (41),-53,-26,8
-48,-26,10,Left-PrimAuditory (41),-51,-26,8
-46,-26,10,Left-PrimAuditory (41),-49,-26,8
-44,-26,10,Left-PrimAuditory (41),-47,-26,8
-68,-24,10,Outside defined BAs,-72,-24,7
-66,-24,10,Outside defined BAs,-70,-24,7
-64,-24,10,Left-PrimAuditory (41),-68,-24,7
-62,-24,10,Left-PrimAuditory (41),-66,-24,8
-60,-24,10,Left-PrimAuditory (41),-63,-24,8
-58,-24,10,Left-PrimAuditory (41),-61,-24,8
-56,-24,10,Left-PrimAuditory (41),-59,-24,8
-54,-24,10,Left-PrimAuditory (41),-57,-24,8
-52,-24,10,Left-PrimAuditory (41),-55,-24,8
-50,-24,10,Left-PrimAuditory (41),-53,-24,8
-48,-24,10,Left-PrimAuditory (41),-51,-24,8
-46,-24,10,Left-PrimAuditory (41),-49,-24,8
-44,-24,10,Left-PrimAuditory (41),-47,-24,8
-68,-22,10,Outside defined BAs,-72,-22,7
-66,-22,10,Outside defined BAs,-70,-22,8
-64,-22,10,Left-PrimAuditory (41),-68,-22,8
-62,-22,10,Left-PrimAuditory (41),-66,-22,8
-60,-22,10,Left-PrimAuditory (41),-63,-22,8
-58,-22,10,Left-PrimAuditory (41),-61,-22,8
-56,-22,10,Left-PrimAuditory (41),-59,-22,8
-54,-22,10,Left-PrimAuditory (41),-57,-22,8
-52,-22,10,Left-PrimAuditory (41),-55,-22,8
-50,-22,10,Left-SupramargGyr (40),-53,-22,8
-48,-22,10,Left-SupramargGyr (40),-51,-22,8
-46,-22,10,Left-SupramargGyr (40),-49,-22,8
-66,-20,10,Outside defined BAs,-70,-20,8
-64,-20,10,Outside defined BAs,-68,-20,8
-62,-20,10,Left-PrimAuditory (41),-66,-20,8
-60,-20,10,Left-PrimAuditory (41),-63,-20,8
-58,-20,10,Left-PrimAuditory (41),-61,-20,8
-56,-20,10,Left-PrimAuditory (41),-59,-20,8
-54,-20,10,Left-PrimAuditory (41),-57,-20,8
-52,-20,10,Left-PrimAuditory (41),-55,-20,8
-50,-20,10,Left-PrimAuditory (41),-53,-20,8
-48,-20,10,Left-PrimAuditory (41),-51,-20,8
-66,-18,10,Outside defined BAs,-70,-17,8
-64,-18,10,Outside defined BAs,-68,-18,8
-62,-18,10,Left-PrimAuditory (41),-65,-17,8
-60,-18,10,Left-PrimAuditory (41),-63,-17,8
-58,-18,10,Left-PrimAuditory (41),-61,-17,8
-56,-18,10,Left-PrimSensory (1),-59,-17,8
-54,-18,10,Left-PrimSensory (1),-57,-17,8
-52,-18,10,Left-PrimSensory (1),-55,-17,8
-50,-18,10,Left-PrimAuditory (41),-53,-17,8
-66,-16,10,Outside defined BAs,-70,-15,8
-64,-16,10,Outside defined BAs,-68,-15,8
-62,-16,10,Outside defined BAs,-65,-15,8
-60,-16,10,Left-PrimAuditory (41),-63,-15,8
-58,-16,10,Left-PrimAuditory (41),-61,-15,8
-56,-16,10,Left-PrimSensory (1),-59,-15,8
-54,-16,10,Left-PrimSensory (1),-57,-15,8
-52,-16,10,Left-PrimSensory (1),-55,-15,8
-50,-16,10,Left-PrimAuditory (41),-53,-15,8
-64,-14,10,Outside defined BAs,-67,-13,8
-62,-14,10,Outside defined BAs,-65,-13,8
-60,-14,10,Left-PrimAuditory (41),-63,-13,8
-58,-14,10,Left-PrimAuditory (41),-61,-13,8
-56,-14,10,Left-PrimAuditory (41),-59,-13,8
-54,-14,10,Left-PrimAuditory (41),-57,-13,8
-52,-14,10,Left-PrimAuditory (41),-55,-13,8
-60,-12,10,Left-PrimAuditory (41),-63,-11,8
-58,-12,10,Left-PrimAuditory (41),-61,-11,8
-56,-12,10,Left-PrimAuditory (41),-59,-11,8
-54,-12,10,Left-PrimAuditory (41),-57,-11,8
-52,-72,12,Left-VisualAssoc (19),-52,-73,9
-50,-72,12,Left-VisualAssoc (19),-50,-73,9
-48,-72,12,Left-VisualAssoc (19),-48,-73,9
-54,-70,12,Left-VisualAssoc (19),-55,-71,8
-52,-70,12,Left-VisualAssoc (19),-53,-71,8
-50,-70,12,Left-VisualAssoc (19),-51,-71,9
-48,-70,12,Left-VisualAssoc (19),-49,-71,9
-46,-70,12,Left-VisualAssoc (19),-46,-71,9
-44,-70,12,Left-VisualAssoc (19),-44,-72,9
-42,-70,12,Left-VisualAssoc (19),-42,-72,9
-40,-70,12,Left-VisualAssoc (19),-40,-72,9
-56,-68,12,Left-VisualAssoc (19),-57,-69,8
-54,-68,12,Left-VisualAssoc (19),-55,-69,8
-52,-68,12,Left-VisualAssoc (19),-53,-69,8
-50,-68,12,Left-VisualAssoc (19),-51,-69,9
-48,-68,12,Left-VisualAssoc (19),-49,-69,9
-46,-68,12,Left-VisualAssoc (19),-47,-69,9
-44,-68,12,Left-VisualAssoc (19),-45,-69,9
-42,-68,12,Left-VisualAssoc (19),-43,-69,9
-40,-68,12,Left-VisualAssoc (19),-41,-70,9
-38,-68,12,Left-VisualAssoc (19),-39,-70,9
-36,-68,12,Left-VisualAssoc (19),-37,-70,9
-58,-66,12,Outside defined BAs,-59,-67,8
-56,-66,12,Left-VisualAssoc (19),-57,-67,8
-54,-66,12,Left-VisualAssoc (19),-55,-67,8
-52,-66,12,Left-VisualAssoc (19),-53,-67,8
-50,-66,12,Left-VisualAssoc (19),-51,-67,9
-48,-66,12,Left-VisualAssoc (19),-49,-67,9
-46,-66,12,Left-VisualAssoc (19),-47,-67,9
-44,-66,12,Left-VisualAssoc (19),-46,-67,9
-42,-66,12,Left-VisualAssoc (19),-44,-67,9
-40,-66,12,Left-VisualAssoc (19),-41,-67,9
-38,-66,12,Left-VisualAssoc (19),-39,-68,9
-36,-66,12,Left-VisualAssoc (19),-37,-68,9
-58,-64,12,Left-VisualAssoc (19),-59,-65,8
-56,-64,12,Left-VisualAssoc (19),-57,-65,8
-54,-64,12,Left-VisualAssoc (19),-55,-65,8
-52,-64,12,Left-AngGyrus (39),-53,-65,8
-50,-64,12,Left-AngGyrus (39),-51,-65,9
-48,-64,12,Left-VisualAssoc (19),-49,-65,9
-46,-64,12,Left-VisualAssoc (19),-47,-65,9
-44,-64,12,Left-VisualAssoc (19),-45,-65,9
-42,-64,12,Left-VisualAssoc (19),-43,-65,9
-40,-64,12,Left-VisualAssoc (19),-41,-65,9
-38,-64,12,Left-VisualAssoc (19),-39,-65,9
-36,-64,12,Outside defined BAs,-37,-66,9
-60,-62,12,Outside defined BAs,-62,-63,9
-58,-62,12,Outside defined BAs,-60,-63,8
-56,-62,12,Left-AngGyrus (39),-57,-63,8
-54,-62,12,Left-AngGyrus (39),-55,-63,8
-52,-62,12,Left-AngGyrus (39),-53,-63,8
-50,-62,12,Left-AngGyrus (39),-51,-63,9
-48,-62,12,Left-AngGyrus (39),-49,-63,9
-46,-62,12,Left-AngGyrus (39),-47,-63,9
-44,-62,12,Left-VisualAssoc (19),-45,-63,9
-42,-62,12,Left-VisualAssoc (19),-43,-63,9
-40,-62,12,Left-VisualAssoc (19),-41,-63,9
-60,-60,12,Outside defined BAs,-62,-61,9
-58,-60,12,Left-AngGyrus (39),-60,-61,9
-56,-60,12,Left-AngGyrus (39),-58,-61,8
-54,-60,12,Left-AngGyrus (39),-56,-61,8
-52,-60,12,Left-AngGyrus (39),-53,-61,9
-50,-60,12,Left-AngGyrus (39),-51,-61,9
-48,-60,12,Left-AngGyrus (39),-49,-61,9
-46,-60,12,Left-AngGyrus (39),-47,-61,9
-44,-60,12,Left-AngGyrus (39),-45,-61,9
-42,-60,12,Outside defined BAs,-43,-61,9
-40,-60,12,Outside defined BAs,-41,-61,9
-60,-58,12,Left-AngGyrus (39),-62,-59,9
-58,-58,12,Left-AngGyrus (39),-60,-59,9
-56,-58,12,Left-AngGyrus (39),-58,-59,9
-54,-58,12,Left-AngGyrus (39),-56,-59,9
-52,-58,12,Left-AngGyrus (39),-54,-59,9
-50,-58,12,Left-AngGyrus (39),-52,-59,9
-48,-58,12,Left-AngGyrus (39),-49,-59,9
-46,-58,12,Left-AngGyrus (39),-47,-59,9
-44,-58,12,Left-AngGyrus (39),-45,-59,9
-42,-58,12,Outside defined BAs,-43,-59,9
-40,-58,12,Outside defined BAs,-41,-59,9
-62,-56,12,Outside defined BAs,-64,-57,9
-60,-56,12,Left-AngGyrus (39),-62,-57,9
-58,-56,12,Left-AngGyrus (39),-60,-57,9
-56,-56,12,Left-AngGyrus (39),-58,-57,9
-54,-56,12,Left-AngGyrus (39),-57,-57,9
-52,-56,12,Left-AngGyrus (39),-54,-57,9
-50,-56,12,Left-AngGyrus (39),-52,-57,9
-48,-56,12,Left-AngGyrus (39),-50,-57,9
-46,-56,12,Left-AngGyrus (39),-48,-57,9
-44,-56,12,Left-AngGyrus (39),-46,-57,9
-42,-56,12,Left-AngGyrus (39),-43,-57,9
-40,-56,12,Outside defined BAs,-41,-57,9
-64,-54,12,Outside defined BAs,-66,-55,9
-62,-54,12,Left-AngGyrus (39),-64,-55,9
-60,-54,12,Left-AngGyrus (39),-62,-55,9
-58,-54,12,Left-AngGyrus (39),-60,-55,9
-56,-54,12,Left-AngGyrus (39),-58,-55,9
-54,-54,12,Left-AngGyrus (39),-56,-55,9
-52,-54,12,Left-AngGyrus (39),-54,-55,9
-50,-54,12,Left-AngGyrus (39),-53,-55,9
-48,-54,12,Left-AngGyrus (39),-50,-55,9
-46,-54,12,Left-AngGyrus (39),-48,-55,9
-44,-54,12,Left-AngGyrus (39),-46,-55,9
-42,-54,12,Left-AngGyrus (39),-44,-55,9
-40,-54,12,Left-AngGyrus (39),-42,-55,9
-64,-52,12,Outside defined BAs,-67,-53,9
-62,-52,12,Left-AngGyrus (39),-64,-53,9
-60,-52,12,Left-AngGyrus (39),-62,-53,9
-58,-52,12,Left-AngGyrus (39),-60,-53,9
-56,-52,12,Left-AngGyrus (39),-58,-53,9
-54,-52,12,Left-AngGyrus (39),-56,-53,9
-52,-52,12,Left-AngGyrus (39),-54,-53,9
-50,-52,12,Left-AngGyrus (39),-52,-53,9
-48,-52,12,Left-AngGyrus (39),-50,-53,9
-46,-52,12,Left-AngGyrus (39),-49,-53,9
-44,-52,12,Left-AngGyrus (39),-46,-53,9
-42,-52,12,Left-Fusiform (37),-44,-53,9
-40,-52,12,Left-Fusiform (37),-42,-53,9
-66,-50,12,Outside defined BAs,-69,-51,9
-64,-50,12,Outside defined BAs,-67,-51,9
-62,-50,12,Left-AngGyrus (39),-65,-51,9
-60,-50,12,Left-AngGyrus (39),-63,-51,9
-58,-50,12,Left-AngGyrus (39),-61,-51,9
-56,-50,12,Left-AngGyrus (39),-58,-51,9
-54,-50,12,Left-AngGyrus (39),-56,-51,9
-52,-50,12,Left-AngGyrus (39),-54,-51,9
-50,-50,12,Left-MedTempGyrus (21),-52,-51,9
-48,-50,12,Left-MedTempGyrus (21),-50,-51,9
-46,-50,12,Left-MedTempGyrus (21),-48,-51,9
-44,-50,12,Left-MedTempGyrus (21),-46,-51,9
-42,-50,12,Left-MedTempGyrus (21),-45,-51,8
-40,-50,12,Left-Fusiform (37),-42,-51,9
-66,-48,12,Outside defined BAs,-69,-49,9
-64,-48,12,Outside defined BAs,-67,-49,9
-62,-48,12,Left-AngGyrus (39),-65,-49,9
-60,-48,12,Left-AngGyrus (39),-63,-49,9
-58,-48,12,Left-AngGyrus (39),-61,-49,9
-56,-48,12,Left-MedTempGyrus (21),-59,-49,9
-54,-48,12,Left-MedTempGyrus (21),-57,-49,9
-52,-48,12,Left-MedTempGyrus (21),-54,-49,9
-50,-48,12,Left-MedTempGyrus (21),-52,-49,9
-48,-48,12,Left-MedTempGyrus (21),-50,-49,9
-46,-48,12,Left-MedTempGyrus (21),-48,-49,9
-44,-48,12,Left-MedTempGyrus (21),-46,-49,9
-42,-48,12,Outside defined BAs,-44,-49,9
-66,-46,12,Outside defined BAs,-69,-47,9
-64,-46,12,Outside defined BAs,-67,-47,9
-62,-46,12,Left-AngGyrus (39),-66,-47,9
-60,-46,12,Left-AngGyrus (39),-63,-47,9
-58,-46,12,Left-AngGyrus (39),-61,-47,9
-56,-46,12,Left-MedTempGyrus (21),-59,-47,9
-54,-46,12,Left-MedTempGyrus (21),-57,-47,9
-52,-46,12,Left-MedTempGyrus (21),-55,-47,9
-50,-46,12,Left-MedTempGyrus (21),-53,-47,9
-48,-46,12,Left-MedTempGyrus (21),-50,-47,9
-46,-46,12,Left-MedTempGyrus (21),-48,-47,9
-44,-46,12,Left-MedTempGyrus (21),-46,-48,9
-66,-44,12,Outside defined BAs,-69,-45,9
-64,-44,12,Left-SupTempGyrus (22),-67,-45,9
-62,-44,12,Left-SupTempGyrus (22),-65,-45,9
-60,-44,12,Left-SupTempGyrus (22),-63,-45,9
-58,-44,12,Left-SupTempGyrus (22),-61,-45,9
-56,-44,12,Left-SupTempGyrus (22),-59,-45,9
-54,-44,12,Left-MedTempGyrus (21),-57,-45,9
-52,-44,12,Left-MedTempGyrus (21),-55,-45,9
-50,-44,12,Left-MedTempGyrus (21),-53,-45,8
-48,-44,12,Left-MedTempGyrus (21),-51,-45,9
-46,-44,12,Left-MedTempGyrus (21),-48,-45,9
-44,-44,12,Outside defined BAs,-46,-45,9
-66,-42,12,Outside defined BAs,-69,-43,9
-64,-42,12,Left-SupTempGyrus (22),-67,-43,9
-62,-42,12,Left-SupTempGyrus (22),-65,-43,9
-60,-42,12,Left-SupTempGyrus (22),-63,-43,9
-58,-42,12,Left-SupTempGyrus (22),-61,-43,9
-56,-42,12,Left-SupTempGyrus (22),-59,-42,9
-54,-42,12,Left-MedTempGyrus (21),-57,-43,8
-52,-42,12,Left-MedTempGyrus (21),-55,-43,9
-50,-42,12,Left-MedTempGyrus (21),-53,-43,9
-48,-42,12,Left-MedTempGyrus (21),-51,-43,8
-46,-42,12,Left-MedTempGyrus (21),-48,-43,9
-44,-42,12,Left-MedTempGyrus (21),-46,-43,9
-42,-42,12,Outside defined BAs,-44,-43,9
-66,-40,12,Outside defined BAs,-70,-40,9
-64,-40,12,Left-SupTempGyrus (22),-67,-41,8
-62,-40,12,Left-SupTempGyrus (22),-65,-41,8
-60,-40,12,Left-SupTempGyrus (22),-63,-41,8
-58,-40,12,Left-SupTempGyrus (22),-61,-41,8
-56,-40,12,Left-SupTempGyrus (22),-59,-41,8
-54,-40,12,Left-SupTempGyrus (22),-57,-40,9
-52,-40,12,Left-SupTempGyrus (22),-55,-40,9
-50,-40,12,Left-SupTempGyrus (22),-54,-40,9
-48,-40,12,Left-MedTempGyrus (21),-51,-41,9
-46,-40,12,Left-MedTempGyrus (21),-49,-41,9
-44,-40,12,Left-MedTempGyrus (21),-46,-41,9
-42,-40,12,Outside defined BAs,-44,-41,9
-40,-40,12,Outside defined BAs,-42,-41,9
-66,-38,12,Left-MedTempGyrus (21),-70,-38,8
-64,-38,12,Left-MedTempGyrus (21),-67,-38,9
-62,-38,12,Left-MedTempGyrus (21),-65,-38,9
-60,-38,12,Left-SupTempGyrus (22),-63,-38,9
-58,-38,12,Left-SupTempGyrus (22),-61,-38,9
-56,-38,12,Left-SupTempGyrus (22),-59,-38,9
-54,-38,12,Left-SupTempGyrus (22),-57,-38,9
-52,-38,12,Left-SupTempGyrus (22),-55,-38,9
-50,-38,12,Left-SupTempGyrus (22),-53,-38,9
-48,-38,12,Left-SupTempGyrus (22),-51,-38,9
-46,-38,12,Left-SupTempGyrus (22),-49,-38,9
-44,-38,12,Left-SupTempGyrus (22),-46,-38,9
-42,-38,12,Outside defined BAs,-44,-38,9
-40,-38,12,Outside defined BAs,-42,-39,10
-38,-38,12,Outside defined BAs,-40,-39,10
-66,-36,12,Outside defined BAs,-70,-36,9
-64,-36,12,Left-MedTempGyrus (21),-68,-36,9
-62,-36,12,Left-MedTempGyrus (21),-65,-36,9
-60,-36,12,Left-MedTempGyrus (21),-63,-36,9
-58,-36,12,Left-MedTempGyrus (21),-61,-36,9
-56,-36,12,Left-SupTempGyrus (22),-59,-36,9
-54,-36,12,Left-SupTempGyrus (22),-57,-36,9
-52,-36,12,Left-SupTempGyrus (22),-55,-36,9
-50,-36,12,Left-SupTempGyrus (22),-53,-36,9
-48,-36,12,Left-SupTempGyrus (22),-51,-36,9
-46,-36,12,Left-SupTempGyrus (22),-49,-36,9
-44,-36,12,Left-SupTempGyrus (22),-46,-36,9
-42,-36,12,Outside defined BAs,-44,-36,10
-40,-36,12,Outside defined BAs,-42,-36,10
-38,-36,12,Outside defined BAs,-40,-36,10
-36,-36,12,Outside defined BAs,-38,-36,10
-66,-34,12,Outside defined BAs,-70,-34,9
-64,-34,12,Left-MedTempGyrus (21),-68,-34,9
-62,-34,12,Left-MedTempGyrus (21),-65,-34,9
-60,-34,12,Left-MedTempGyrus (21),-63,-34,9
-58,-34,12,Left-MedTempGyrus (21),-61,-34,9
-56,-34,12,Left-SupTempGyrus (22),-59,-34,9
-54,-34,12,Left-SupTempGyrus (22),-57,-34,9
-52,-34,12,Left-SupTempGyrus (22),-55,-34,9
-50,-34,12,Left-SupTempGyrus (22),-53,-34,9
-48,-34,12,Left-SupTempGyrus (22),-52,-34,9
-46,-34,12,Left-SupTempGyrus (22),-49,-34,10
-44,-34,12,Left-PrimAuditory (41),-46,-34,10
-42,-34,12,Left-PrimAuditory (41),-44,-34,10
-40,-34,12,Left-PrimAuditory (41),-42,-34,10
-38,-34,12,Left-PrimAuditory (41),-40,-34,10
-36,-34,12,Left-PrimAuditory (41),-38,-34,10
-66,-32,12,Outside defined BAs,-70,-32,9
-64,-32,12,Left-MedTempGyrus (21),-68,-32,9
-62,-32,12,Left-MedTempGyrus (21),-66,-32,9
-60,-32,12,Left-SupTempGyrus (22),-63,-32,9
-58,-32,12,Left-SupTempGyrus (22),-61,-32,9
-56,-32,12,Left-SupTempGyrus (22),-59,-32,10
-54,-32,12,Left-SupTempGyrus (22),-57,-32,10
-52,-32,12,Left-SupTempGyrus (22),-55,-32,10
-50,-32,12,Left-SupTempGyrus (22),-53,-32,10
-48,-32,12,Left-SupTempGyrus (22),-51,-32,10
-46,-32,12,Left-PrimAuditory (41),-49,-32,10
-44,-32,12,Left-PrimAuditory (41),-46,-32,10
-42,-32,12,Left-PrimAuditory (41),-44,-32,10
-40,-32,12,Left-PrimAuditory (41),-42,-32,10
-38,-32,12,Left-PrimAuditory (41),-40,-32,10
-66,-30,12,Outside defined BAs,-70,-30,9
-64,-30,12,Outside defined BAs,-68,-30,10
-62,-30,12,Left-SupTempGyrus (22),-65,-30,10
-60,-30,12,Left-SupTempGyrus (22),-63,-30,10
-58,-30,12,Left-SupTempGyrus (22),-61,-30,10
-56,-30,12,Left-SupTempGyrus (22),-59,-30,10
-54,-30,12,Left-SupTempGyrus (22),-57,-30,10
-52,-30,12,Left-SupTempGyrus (22),-55,-30,10
-50,-30,12,Left-PrimAuditory (41),-53,-30,10
-48,-30,12,Left-PrimAuditory (41),-51,-30,10
-46,-30,12,Left-PrimAuditory (41),-49,-30,10
-44,-30,12,Left-PrimAuditory (41),-46,-30,10
-42,-30,12,Left-PrimAuditory (41),-44,-30,10
-40,-30,12,Left-PrimAuditory (41),-42,-30,10
-66,-28,12,Outside defined BAs,-70,-28,10
-64,-28,12,Outside defined BAs,-68,-28,10
-62,-28,12,Left-PrimAuditory (41),-65,-28,10
-60,-28,12,Left-PrimAuditory (41),-63,-28,10
-58,-28,12,Left-PrimAuditory (41),-61,-28,10
-56,-28,12,Left-PrimAuditory (41),-59,-28,10
-54,-28,12,Left-PrimAuditory (41),-57,-28,10
-52,-28,12,Left-PrimAuditory (41),-55,-28,10
-50,-28,12,Left-PrimAuditory (41),-53,-28,10
-48,-28,12,Left-PrimAuditory (41),-51,-28,10
-46,-28,12,Left-PrimAuditory (41),-49,-28,10
-44,-28,12,Left-PrimAuditory (41),-46,-28,10
-42,-28,12,Left-PrimAuditory (41),-44,-28,10
-66,-26,12,Outside defined BAs,-70,-26,10
-64,-26,12,Left-PrimAuditory (41),-68,-26,10
-62,-26,12,Left-PrimAuditory (41),-65,-26,10
-60,-26,12,Left-PrimAuditory (41),-63,-26,10
-58,-26,12,Left-PrimAuditory (41),-61,-26,10
-56,-26,12,Left-PrimAuditory (41),-59,-26,10
-54,-26,12,Left-PrimAuditory (41),-57,-26,10
-52,-26,12,Left-PrimAuditory (41),-55,-26,10
-50,-26,12,Left-PrimAuditory (41),-53,-26,10
-48,-26,12,Left-PrimAuditory (41),-52,-26,10
-46,-26,12,Left-SupramargGyr (40),-49,-26,10
-44,-26,12,Left-SupramargGyr (40),-47,-26,10
-66,-24,12,Outside defined BAs,-70,-24,10
-64,-24,12,Left-PrimAuditory (41),-68,-24,10
-62,-24,12,Left-PrimAuditory (41),-65,-24,10
-60,-24,12,Left-PrimAuditory (41),-63,-24,10
-58,-24,12,Left-PrimAuditory (41),-61,-24,10
-56,-24,12,Left-PrimAuditory (41),-59,-24,10
-54,-24,12,Left-SupramargGyr (40),-57,-24,10
-52,-24,12,Left-SupramargGyr (40),-55,-24,10
-50,-24,12,Left-SupramargGyr (40),-53,-24,10
-48,-24,12,Left-SupramargGyr (40),-51,-24,10
-46,-24,12,Left-SupramargGyr (40),-49,-24,10
-66,-22,12,Outside defined BAs,-70,-22,10
-64,-22,12,Outside defined BAs,-68,-22,10
-62,-22,12,Left-PrimAuditory (41),-65,-22,10
-60,-22,12,Left-PrimAuditory (41),-63,-22,10
-58,-22,12,Left-PrimAuditory (41),-61,-22,10
-56,-22,12,Left-SupramargGyr (40),-59,-22,10
-54,-22,12,Left-SupramargGyr (40),-57,-22,10
-52,-22,12,Left-SupramargGyr (40),-55,-22,10
-50,-22,12,Left-SupramargGyr (40),-53,-22,10
-48,-22,12,Left-SupramargGyr (40),-51,-22,10
-66,-20,12,Outside defined BAs,-70,-20,10
-64,-20,12,Outside defined BAs,-67,-20,10
-62,-20,12,Left-PrimSensory (1),-65,-20,10
-60,-20,12,Left-PrimSensory (1),-63,-20,10
-58,-20,12,Left-PrimSensory (1),-61,-20,10
-56,-20,12,Left-PrimSensory (1),-59,-20,10
-54,-20,12,Left-SupramargGyr (40),-57,-20,10
-52,-20,12,Left-SupramargGyr (40),-55,-20,10
-50,-20,12,Left-SupramargGyr (40),-53,-20,10
-48,-20,12,Left-SupramargGyr (40),-51,-20,10
-64,-18,12,Outside defined BAs,-67,-18,9
-62,-18,12,Outside defined BAs,-65,-18,9
-60,-18,12,Left-PrimAuditory (41),-63,-18,9
-58,-18,12,Left-PrimSensory (1),-61,-18,9
-56,-18,12,Left-PrimSensory (1),-59,-18,9
-54,-18,12,Left-PrimSensory (1),-57,-18,9
-52,-18,12,Left-PrimSensory (1),-55,-18,9
-50,-18,12,Left-SupramargGyr (40),-53,-18,10
-64,-16,12,Outside defined BAs,-67,-15,9
-62,-16,12,Outside defined BAs,-65,-15,9
-60,-16,12,Left-PrimAuditory (41),-63,-15,9
-58,-16,12,Left-PrimSensory (1),-61,-15,9
-56,-16,12,Left-PrimSensory (1),-59,-15,9
-54,-16,12,Left-PrimSensory (1),-57,-15,9
-52,-16,12,Left-PrimSensory (1),-55,-15,9
-50,-16,12,Left-PrimSensory (1),-53,-15,9
-64,-14,12,Outside defined BAs,-67,-13,10
-62,-14,12,Outside defined BAs,-65,-13,10
-60,-14,12,Outside defined BAs,-63,-13,10
-58,-14,12,Left-PrimSensory (1),-61,-13,10
-56,-14,12,Left-PrimSensory (1),-59,-13,10
-54,-14,12,Left-PrimSensory (1),-57,-13,10
-52,-14,12,Left-PrimSensory (1),-55,-13,10
-60,-12,12,Outside defined BAs,-63,-11,10
-58,-12,12,Left-PrimAuditory (41),-61,-11,10
-56,-12,12,Left-PrimAuditory (41),-59,-11,10
-54,-12,12,Left-PrimSensory (1),-57,-11,10
-52,-72,14,Left-VisualAssoc (19),-52,-74,11
-50,-72,14,Left-VisualAssoc (19),-50,-74,11
-48,-72,14,Left-VisualAssoc (19),-48,-74,11
-54,-70,14,Left-VisualAssoc (19),-55,-71,11
-52,-70,14,Left-VisualAssoc (19),-53,-71,11
-50,-70,14,Left-VisualAssoc (19),-50,-71,11
-48,-70,14,Left-VisualAssoc (19),-48,-72,11
-46,-70,14,Left-VisualAssoc (19),-46,-72,11
-44,-70,14,Left-VisualAssoc (19),-44,-72,11
-42,-70,14,Left-VisualAssoc (19),-42,-72,11
-40,-70,14,Left-VisualAssoc (19),-40,-72,11
-56,-68,14,Outside defined BAs,-57,-69,11
-54,-68,14,Left-VisualAssoc (19),-56,-69,11
-52,-68,14,Left-VisualAssoc (19),-53,-69,11
-50,-68,14,Left-VisualAssoc (19),-51,-69,11
-48,-68,14,Left-VisualAssoc (19),-49,-69,11
-46,-68,14,Left-VisualAssoc (19),-47,-69,11
-44,-68,14,Left-VisualAssoc (19),-45,-70,11
-42,-68,14,Left-VisualAssoc (19),-43,-70,11
-40,-68,14,Left-VisualAssoc (19),-41,-70,11
-38,-68,14,Left-VisualAssoc (19),-38,-70,11
-36,-68,14,Left-VisualAssoc (19),-36,-70,11
-58,-66,14,Outside defined BAs,-59,-67,11
-56,-66,14,Left-AngGyrus (39),-57,-67,11
-54,-66,14,Left-AngGyrus (39),-55,-67,11
-52,-66,14,Left-AngGyrus (39),-53,-67,11
-50,-66,14,Left-AngGyrus (39),-52,-67,11
-48,-66,14,Left-VisualAssoc (19),-49,-67,11
-46,-66,14,Left-VisualAssoc (19),-47,-67,11
-44,-66,14,Left-VisualAssoc (19),-45,-67,11
-42,-66,14,Left-VisualAssoc (19),-43,-68,11
-40,-66,14,Left-VisualAssoc (19),-41,-68,11
-38,-66,14,Left-VisualAssoc (19),-39,-68,11
-36,-66,14,Left-VisualAssoc (19),-37,-68,11
-58,-64,14,Left-AngGyrus (39),-59,-65,11
-56,-64,14,Left-AngGyrus (39),-57,-65,11
-54,-64,14,Left-AngGyrus (39),-55,-65,11
-52,-64,14,Left-AngGyrus (39),-53,-65,11
-50,-64,14,Left-AngGyrus (39),-51,-65,11
-48,-64,14,Left-AngGyrus (39),-49,-65,11
-46,-64,14,Left-VisualAssoc (19),-47,-65,11
-44,-64,14,Left-VisualAssoc (19),-46,-65,10
-42,-64,14,Left-AngGyrus (39),-43,-65,11
-40,-64,14,Left-VisualAssoc (19),-41,-65,11
-38,-64,14,Left-VisualAssoc (19),-39,-66,11
-36,-64,14,Left-VisualAssoc (19),-37,-66,11
-58,-62,14,Left-AngGyrus (39),-59,-63,11
-56,-62,14,Left-AngGyrus (39),-57,-63,11
-54,-62,14,Left-AngGyrus (39),-55,-63,11
-52,-62,14,Left-AngGyrus (39),-53,-63,11
-50,-62,14,Left-AngGyrus (39),-51,-63,11
-48,-62,14,Left-AngGyrus (39),-49,-63,11
-46,-62,14,Left-AngGyrus (39),-47,-63,11
-44,-62,14,Left-VisualAssoc (19),-45,-63,10
-42,-62,14,Left-AngGyrus (39),-43,-63,11
-40,-62,14,Left-AngGyrus (39),-41,-63,11
