Spermanr;Sphere_Centres;Voxel_Indicies;AAL_Coordinates;Talairach_Coordinates
0.8961974356410555;[-50, -74, -54];[29, 30, 59, 60, 61, 62, 63, 98, 99, 100, 101, 102, 140, 141, 142, 143, 144, 185, 186, 187, 188, 189, 234, 235, 236, 580, 581, 610, 611, 612, 613, 614, 649, 650, 651, 652, 653, 691, 692, 693, 694, 695, 736, 737, 738, 739, 740, 785, 786, 787, 1743, 1744, 1745, 1785, 1786, 1787, 1788, 1831, 1832, 1833, 1834, 1878, 1879, 1880, 1881, 1882, 1929, 1930, 1931, 1932, 1933, 3058, 3059, 3060, 3104, 3105, 3106, 3152, 3153, 3154];[(21, 24, 9), (22, 24, 9), (19, 25, 9), (20, 25, 9), (21, 25, 9), (22, 25, 9), (23, 25, 9), (19, 26, 9), (20, 26, 9), (21, 26, 9), (22, 26, 9), (23, 26, 9), (19, 27, 9), (20, 27, 9), (21, 27, 9), (22, 27, 9), (23, 27, 9), (18, 28, 9), (19, 28, 9), (20, 28, 9), (21, 28, 9), (22, 28, 9), (19, 29, 9), (20, 29, 9), (21, 29, 9), (21, 24, 10), (22, 24, 10), (19, 25, 10), (20, 25, 10), (21, 25, 10), (22, 25, 10), (23, 25, 10), (19, 26, 10), (20, 26, 10), (21, 26, 10), (22, 26, 10), (23, 26, 10), (19, 27, 10), (20, 27, 10), (21, 27, 10), (22, 27, 10), (23, 27, 10), (18, 28, 10), (19, 28, 10), (20, 28, 10), (21, 28, 10), (22, 28, 10), (19, 29, 10), (20, 29, 10), (21, 29, 10), (20, 24, 11), (21, 24, 11), (22, 24, 11), (19, 25, 11), (20, 25, 11), (21, 25, 11), (22, 25, 11), (19, 26, 11), (20, 26, 11), (21, 26, 11), (22, 26, 11), (18, 27, 11), (19, 27, 11), (20, 27, 11), (21, 27, 11), (22, 27, 11), (18, 28, 11), (19, 28, 11), (20, 28, 11), (21, 28, 11), (22, 28, 11), (19, 25, 12), (20, 25, 12), (21, 25, 12), (19, 26, 12), (20, 26, 12), (21, 26, 12), (19, 27, 12), (20, 27, 12), (21, 27, 12)];[[(-48, -78, -54), 'Outside defined BAs'], [(-46, -78, -54), 'Outside defined BAs'], [(-52, -76, -54), 'Outside defined BAs'], [(-50, -76, -54), 'Outside defined BAs'], [(-48, -76, -54), 'Outside defined BAs'], [(-46, -76, -54), 'Outside defined BAs'], [(-44, -76, -54), 'Outside defined BAs'], [(-52, -74, -54), 'Outside defined BAs'], [(-50, -74, -54), 'Outside defined BAs'], [(-48, -74, -54), 'Outside defined BAs'], [(-46, -74, -54), 'Outside defined BAs'], [(-44, -74, -54), 'Outside defined BAs'], [(-52, -72, -54), 'Outside defined BAs'], [(-50, -72, -54), 'Outside defined BAs'], [(-48, -72, -54), 'Outside defined BAs'], [(-46, -72, -54), 'Outside defined BAs'], [(-44, -72, -54), 'Outside defined BAs'], [(-54, -70, -54), 'Outside defined BAs'], [(-52, -70, -54), 'Outside defined BAs'], [(-50, -70, -54), 'Outside defined BAs'], [(-48, -70, -54), 'Outside defined BAs'], [(-46, -70, -54), 'Outside defined BAs'], [(-52, -68, -54), 'Outside defined BAs'], [(-50, -68, -54), 'Outside defined BAs'], [(-48, -68, -54), 'Outside defined BAs'], [(-48, -78, -52), 'Outside defined BAs'], [(-46, -78, -52), 'Outside defined BAs'], [(-52, -76, -52), 'Outside defined BAs'], [(-50, -76, -52), 'Outside defined BAs'], [(-48, -76, -52), 'Outside defined BAs'], [(-46, -76, -52), 'Outside defined BAs'], [(-44, -76, -52), 'Outside defined BAs'], [(-52, -74, -52), 'Outside defined BAs'], [(-50, -74, -52), 'Outside defined BAs'], [(-48, -74, -52), 'Outside defined BAs'], [(-46, -74, -52), 'Outside defined BAs'], [(-44, -74, -52), 'Outside defined BAs'], [(-52, -72, -52), 'Outside defined BAs'], [(-50, -72, -52), 'Outside defined BAs'], [(-48, -72, -52), 'Outside defined BAs'], [(-46, -72, -52), 'Outside defined BAs'], [(-44, -72, -52), 'Outside defined BAs'], [(-54, -70, -52), 'Outside defined BAs'], [(-52, -70, -52), 'Outside defined BAs'], [(-50, -70, -52), 'Outside defined BAs'], [(-48, -70, -52), 'Outside defined BAs'], [(-46, -70, -52), 'Outside defined BAs'], [(-52, -68, -52), 'Outside defined BAs'], [(-50, -68, -52), 'Outside defined BAs'], [(-48, -68, -52), 'Outside defined BAs'], [(-50, -78, -50), 'Outside defined BAs'], [(-48, -78, -50), 'Outside defined BAs'], [(-46, -78, -50), 'Outside defined BAs'], [(-52, -76, -50), 'Outside defined BAs'], [(-50, -76, -50), 'Outside defined BAs'], [(-48, -76, -50), 'Outside defined BAs'], [(-46, -76, -50), 'Outside defined BAs'], [(-52, -74, -50), 'Outside defined BAs'], [(-50, -74, -50), 'Outside defined BAs'], [(-48, -74, -50), 'Outside defined BAs'], [(-46, -74, -50), 'Outside defined BAs'], [(-54, -72, -50), 'Outside defined BAs'], [(-52, -72, -50), 'Outside defined BAs'], [(-50, -72, -50), 'Outside defined BAs'], [(-48, -72, -50), 'Outside defined BAs'], [(-46, -72, -50), 'Outside defined BAs'], [(-54, -70, -50), 'Outside defined BAs'], [(-52, -70, -50), 'Outside defined BAs'], [(-50, -70, -50), 'Outside defined BAs'], [(-48, -70, -50), 'Outside defined BAs'], [(-46, -70, -50), 'Outside defined BAs'], [(-52, -76, -48), 'Outside defined BAs'], [(-50, -76, -48), 'Outside defined BAs'], [(-48, -76, -48), 'Outside defined BAs'], [(-52, -74, -48), 'Outside defined BAs'], [(-50, -74, -48), 'Outside defined BAs'], [(-48, -74, -48), 'Outside defined BAs'], [(-52, -72, -48), 'Outside defined BAs'], [(-50, -72, -48), 'Outside defined BAs'], [(-48, -72, -48), 'Outside defined BAs']]
0.7481379396127353;[60, 36, 36];[161305, 161362, 165721, 165776, 170008, 170063, 170117, 170118, 170171];[(74, 80, 51), (74, 81, 51), (73, 79, 52), (73, 80, 52), (74, 78, 53), (73, 79, 53), (72, 80, 53), (73, 80, 53), (72, 81, 53)];[[(58, 34, 30), 'Outside defined BAs'], [(58, 36, 30), 'Outside defined BAs'], [(56, 32, 32), 'Outside defined BAs'], [(56, 34, 32), 'Outside defined BAs'], [(58, 30, 34), 'Outside defined BAs'], [(56, 32, 34), 'Outside defined BAs'], [(54, 34, 34), 'Outside defined BAs'], [(56, 34, 34), 'Outside defined BAs'], [(54, 36, 34), 'Outside defined BAs']]
0.74459384028257;[60, -74, 16];[109693, 109751, 109810, 109811, 114731, 114732, 114790, 114791, 114849, 114850, 114851, 114909, 114910, 114911, 114970, 114971, 114972, 114973, 119806, 119807, 119864, 119865, 119866, 119923, 119924, 119925, 119926, 119983, 119984, 119985, 119986, 120045, 120046, 120047, 120048, 120108, 120109, 120110, 124743, 124744, 124801, 124802, 124803, 124860, 124861, 124862, 124863, 124920, 124921, 124922, 124923, 124982, 124983, 124984, 124985, 125045, 125046, 125047, 129607, 129663, 129664, 129665, 129722, 129723, 129724, 129781, 129782, 129783, 129784, 129842, 129843, 129844, 129904, 129905, 129906, 134391, 134448, 134449, 134507, 134508, 134509, 134567, 134568, 134569, 134628, 134629, 134630, 134631, 139210, 139269, 139270, 139329, 139330];[(74, 25, 41), (74, 26, 41), (74, 27, 41), (75, 27, 41), (73, 24, 42), (74, 24, 42), (73, 25, 42), (74, 25, 42), (73, 26, 42), (74, 26, 42), (75, 26, 42), (73, 27, 42), (74, 27, 42), (75, 27, 42), (73, 28, 42), (74, 28, 42), (75, 28, 42), (76, 28, 42), (73, 24, 43), (74, 24, 43), (72, 25, 43), (73, 25, 43), (74, 25, 43), (72, 26, 43), (73, 26, 43), (74, 26, 43), (75, 26, 43), (72, 27, 43), (73, 27, 43), (74, 27, 43), (75, 27, 43), (73, 28, 43), (74, 28, 43), (75, 28, 43), (76, 28, 43), (74, 29, 43), (75, 29, 43), (76, 29, 43), (73, 24, 44), (74, 24, 44), (72, 25, 44), (73, 25, 44), (74, 25, 44), (72, 26, 44), (73, 26, 44), (74, 26, 44), (75, 26, 44), (72, 27, 44), (73, 27, 44), (74, 27, 44), (75, 27, 44), (73, 28, 44), (74, 28, 44), (75, 28, 44), (76, 28, 44), (74, 29, 44), (75, 29, 44), (76, 29, 44), (73, 24, 45), (72, 25, 45), (73, 25, 45), (74, 25, 45), (72, 26, 45), (73, 26, 45), (74, 26, 45), (72, 27, 45), (73, 27, 45), (74, 27, 45), (75, 27, 45), (73, 28, 45), (74, 28, 45), (75, 28, 45), (74, 29, 45), (75, 29, 45), (76, 29, 45), (73, 24, 46), (73, 25, 46), (74, 25, 46), (73, 26, 46), (74, 26, 46), (75, 26, 46), (73, 27, 46), (74, 27, 46), (75, 27, 46), (73, 28, 46), (74, 28, 46), (75, 28, 46), (76, 28, 46), (74, 25, 47), (74, 26, 47), (75, 26, 47), (74, 27, 47), (75, 27, 47)];[[(58, -76, 10), 'Outside defined BAs'], [(58, -74, 10), 'Outside defined BAs'], [(58, -72, 10), 'Outside defined BAs'], [(60, -72, 10), 'Outside defined BAs'], [(56, -78, 12), 'Outside defined BAs'], [(58, -78, 12), 'Outside defined BAs'], [(56, -76, 12), 'Outside defined BAs'], [(58, -76, 12), 'Outside defined BAs'], [(56, -74, 12), 'Outside defined BAs'], [(58, -74, 12), 'Outside defined BAs'], [(60, -74, 12), 'Outside defined BAs'], [(56, -72, 12), 'Outside defined BAs'], [(58, -72, 12), 'Outside defined BAs'], [(60, -72, 12), 'Outside defined BAs'], [(56, -70, 12), 'Right-VisualAssoc (19)'], [(58, -70, 12), 'Outside defined BAs'], [(60, -70, 12), 'Outside defined BAs'], [(62, -70, 12), 'Outside defined BAs'], [(56, -78, 14), 'Outside defined BAs'], [(58, -78, 14), 'Outside defined BAs'], [(54, -76, 14), 'Outside defined BAs'], [(56, -76, 14), 'Outside defined BAs'], [(58, -76, 14), 'Outside defined BAs'], [(54, -74, 14), 'Outside defined BAs'], [(56, -74, 14), 'Outside defined BAs'], [(58, -74, 14), 'Outside defined BAs'], [(60, -74, 14), 'Outside defined BAs'], [(54, -72, 14), 'Right-VisualAssoc (19)'], [(56, -72, 14), 'Outside defined BAs'], [(58, -72, 14), 'Outside defined BAs'], [(60, -72, 14), 'Outside defined BAs'], [(56, -70, 14), 'Right-VisualAssoc (19)'], [(58, -70, 14), 'Outside defined BAs'], [(60, -70, 14), 'Outside defined BAs'], [(62, -70, 14), 'Outside defined BAs'], [(58, -68, 14), 'Outside defined BAs'], [(60, -68, 14), 'Outside defined BAs'], [(62, -68, 14), 'Outside defined BAs'], [(56, -78, 16), 'Outside defined BAs'], [(58, -78, 16), 'Outside defined BAs'], [(54, -76, 16), 'Outside defined BAs'], [(56, -76, 16), 'Outside defined BAs'], [(58, -76, 16), 'Outside defined BAs'], [(54, -74, 16), 'Outside defined BAs'], [(56, -74, 16), 'Outside defined BAs'], [(58, -74, 16), 'Outside defined BAs'], [(60, -74, 16), 'Outside defined BAs'], [(54, -72, 16), 'Outside defined BAs'], [(56, -72, 16), 'Outside defined BAs'], [(58, -72, 16), 'Outside defined BAs'], [(60, -72, 16), 'Outside defined BAs'], [(56, -70, 16), 'Outside defined BAs'], [(58, -70, 16), 'Outside defined BAs'], [(60, -70, 16), 'Outside defined BAs'], [(62, -70, 16), 'Outside defined BAs'], [(58, -68, 16), 'Outside defined BAs'], [(60, -68, 16), 'Outside defined BAs'], [(62, -68, 16), 'Outside defined BAs'], [(56, -78, 18), 'Outside defined BAs'], [(54, -76, 18), 'Outside defined BAs'], [(56, -76, 18), 'Outside defined BAs'], [(58, -76, 18), 'Outside defined BAs'], [(54, -74, 18), 'Outside defined BAs'], [(56, -74, 18), 'Outside defined BAs'], [(58, -74, 18), 'Outside defined BAs'], [(54, -72, 18), 'Outside defined BAs'], [(56, -72, 18), 'Outside defined BAs'], [(58, -72, 18), 'Outside defined BAs'], [(60, -72, 18), 'Outside defined BAs'], [(56, -70, 18), 'Outside defined BAs'], [(58, -70, 18), 'Outside defined BAs'], [(60, -70, 18), 'Outside defined BAs'], [(58, -68, 18), 'Outside defined BAs'], [(60, -68, 18), 'Outside defined BAs'], [(62, -68, 18), 'Outside defined BAs'], [(56, -78, 20), 'Outside defined BAs'], [(56, -76, 20), 'Outside defined BAs'], [(58, -76, 20), 'Outside defined BAs'], [(56, -74, 20), 'Outside defined BAs'], [(58, -74, 20), 'Outside defined BAs'], [(60, -74, 20), 'Outside defined BAs'], [(56, -72, 20), 'Outside defined BAs'], [(58, -72, 20), 'Outside defined BAs'], [(60, -72, 20), 'Outside defined BAs'], [(56, -70, 20), 'Outside defined BAs'], [(58, -70, 20), 'Outside defined BAs'], [(60, -70, 20), 'Outside defined BAs'], [(62, -70, 20), 'Outside defined BAs'], [(58, -76, 22), 'Outside defined BAs'], [(58, -74, 22), 'Outside defined BAs'], [(60, -74, 22), 'Outside defined BAs'], [(58, -72, 22), 'Outside defined BAs'], [(60, -72, 22), 'Outside defined BAs']]
0.7059732946084529;[60, -74, 26];[134449, 134508, 134509, 134568, 134569, 139152, 139209, 139210, 139268, 139269, 139270, 139328, 139329, 139330, 139389, 139390, 139391, 139392, 143907, 143963, 143964, 143965, 144022, 144023, 144024, 144025, 144082, 144083, 144084, 144085, 144144, 144145, 144146, 144147, 144207, 144208, 144209, 148644, 148699, 148700, 148756, 148757, 148758, 148816, 148817, 148876, 148877, 153277, 153332, 153333, 153389, 153390, 153391, 153449, 153450, 153509, 153510, 157849, 157904, 157905, 157961, 157962, 162389];[(74, 25, 46), (74, 26, 46), (75, 26, 46), (74, 27, 46), (75, 27, 46), (73, 24, 47), (73, 25, 47), (74, 25, 47), (73, 26, 47), (74, 26, 47), (75, 26, 47), (73, 27, 47), (74, 27, 47), (75, 27, 47), (73, 28, 47), (74, 28, 47), (75, 28, 47), (76, 28, 47), (73, 24, 48), (72, 25, 48), (73, 25, 48), (74, 25, 48), (72, 26, 48), (73, 26, 48), (74, 26, 48), (75, 26, 48), (72, 27, 48), (73, 27, 48), (74, 27, 48), (75, 27, 48), (73, 28, 48), (74, 28, 48), (75, 28, 48), (76, 28, 48), (74, 29, 48), (75, 29, 48), (76, 29, 48), (72, 25, 49), (72, 26, 49), (73, 26, 49), (72, 27, 49), (73, 27, 49), (74, 27, 49), (73, 28, 49), (74, 28, 49), (74, 29, 49), (75, 29, 49), (72, 25, 50), (72, 26, 50), (73, 26, 50), (72, 27, 50), (73, 27, 50), (74, 27, 50), (73, 28, 50), (74, 28, 50), (74, 29, 50), (75, 29, 50), (73, 26, 51), (73, 27, 51), (74, 27, 51), (73, 28, 51), (74, 28, 51), (74, 27, 52)];[[(58, -76, 20), 'Outside defined BAs'], [(58, -74, 20), 'Outside defined BAs'], [(60, -74, 20), 'Outside defined BAs'], [(58, -72, 20), 'Outside defined BAs'], [(60, -72, 20), 'Outside defined BAs'], [(56, -78, 22), 'Outside defined BAs'], [(56, -76, 22), 'Outside defined BAs'], [(58, -76, 22), 'Outside defined BAs'], [(56, -74, 22), 'Outside defined BAs'], [(58, -74, 22), 'Outside defined BAs'], [(60, -74, 22), 'Outside defined BAs'], [(56, -72, 22), 'Outside defined BAs'], [(58, -72, 22), 'Outside defined BAs'], [(60, -72, 22), 'Outside defined BAs'], [(56, -70, 22), 'Outside defined BAs'], [(58, -70, 22), 'Outside defined BAs'], [(60, -70, 22), 'Outside defined BAs'], [(62, -70, 22), 'Outside defined BAs'], [(56, -78, 24), 'Outside defined BAs'], [(54, -76, 24), 'Outside defined BAs'], [(56, -76, 24), 'Outside defined BAs'], [(58, -76, 24), 'Outside defined BAs'], [(54, -74, 24), 'Outside defined BAs'], [(56, -74, 24), 'Outside defined BAs'], [(58, -74, 24), 'Outside defined BAs'], [(60, -74, 24), 'Outside defined BAs'], [(54, -72, 24), 'Outside defined BAs'], [(56, -72, 24), 'Outside defined BAs'], [(58, -72, 24), 'Outside defined BAs'], [(60, -72, 24), 'Outside defined BAs'], [(56, -70, 24), 'Outside defined BAs'], [(58, -70, 24), 'Outside defined BAs'], [(60, -70, 24), 'Outside defined BAs'], [(62, -70, 24), 'Outside defined BAs'], [(58, -68, 24), 'Outside defined BAs'], [(60, -68, 24), 'Outside defined BAs'], [(62, -68, 24), 'Outside defined BAs'], [(54, -76, 26), 'Outside defined BAs'], [(54, -74, 26), 'Outside defined BAs'], [(56, -74, 26), 'Outside defined BAs'], [(54, -72, 26), 'Outside defined BAs'], [(56, -72, 26), 'Outside defined BAs'], [(58, -72, 26), 'Outside defined BAs'], [(56, -70, 26), 'Outside defined BAs'], [(58, -70, 26), 'Outside defined BAs'], [(58, -68, 26), 'Outside defined BAs'], [(60, -68, 26), 'Outside defined BAs'], [(54, -76, 28), 'Outside defined BAs'], [(54, -74, 28), 'Outside defined BAs'], [(56, -74, 28), 'Outside defined BAs'], [(54, -72, 28), 'Outside defined BAs'], [(56, -72, 28), 'Outside defined BAs'], [(58, -72, 28), 'Outside defined BAs'], [(56, -70, 28), 'Outside defined BAs'], [(58, -70, 28), 'Outside defined BAs'], [(58, -68, 28), 'Outside defined BAs'], [(60, -68, 28), 'Outside defined BAs'], [(56, -74, 30), 'Outside defined BAs'], [(56, -72, 30), 'Outside defined BAs'], [(58, -72, 30), 'Outside defined BAs'], [(56, -70, 30), 'Outside defined BAs'], [(58, -70, 30), 'Outside defined BAs'], [(58, -72, 32), 'Outside defined BAs']]
0.6979166666666667;[60, 46, 16];[113597, 118621, 118622, 118678, 118679, 118735, 118790, 123595, 123650, 123704, 123757, 128515, 128570, 128624, 128677, 133351, 133405, 133458, 133459, 133511, 133563, 138190, 138244];[(74, 85, 41), (73, 84, 42), (74, 84, 42), (73, 85, 42), (74, 85, 42), (73, 86, 42), (73, 87, 42), (74, 83, 43), (73, 84, 43), (72, 85, 43), (72, 86, 43), (74, 83, 44), (73, 84, 44), (72, 85, 44), (72, 86, 44), (74, 83, 45), (73, 84, 45), (72, 85, 45), (73, 85, 45), (72, 86, 45), (72, 87, 45), (73, 84, 46), (73, 85, 46)];[[(58, 44, 10), 'Outside defined BAs'], [(56, 42, 12), 'Outside defined BAs'], [(58, 42, 12), 'Outside defined BAs'], [(56, 44, 12), 'Outside defined BAs'], [(58, 44, 12), 'Outside defined BAs'], [(56, 46, 12), 'Outside defined BAs'], [(56, 48, 12), 'Outside defined BAs'], [(58, 40, 14), 'Outside defined BAs'], [(56, 42, 14), 'Outside defined BAs'], [(54, 44, 14), 'Outside defined BAs'], [(54, 46, 14), 'Outside defined BAs'], [(58, 40, 16), 'Outside defined BAs'], [(56, 42, 16), 'Outside defined BAs'], [(54, 44, 16), 'Outside defined BAs'], [(54, 46, 16), 'Outside defined BAs'], [(58, 40, 18), 'Outside defined BAs'], [(56, 42, 18), 'Outside defined BAs'], [(54, 44, 18), 'Outside defined BAs'], [(56, 44, 18), 'Outside defined BAs'], [(54, 46, 18), 'Outside defined BAs'], [(54, 48, 18), 'Outside defined BAs'], [(56, 42, 20), 'Outside defined BAs'], [(56, 44, 20), 'Outside defined BAs']]
